Polymer Type,Unnamed: 1,Polymer,He,H2,O2,N2,CO2,CH4,Unnamed: 18,Unnamed: 19,Unnamed: 20,log10_He,log10_H2,log10_O2,log10_N2,log10_CO2,log10_CH4,log10_He_Bayesian,log10_H2_Bayesian,log10_O2_Bayesian,log10_N2_Bayesian,log10_CO2_Bayesian,log10_CH4_Bayesian,log10_He_Bayesian_std,log10_H2_Bayesian_std,log10_O2_Bayesian_std,log10_N2_Bayesian_std,log10_CH4_Bayesian_std,log10_CO2_Bayesian_std
Polymers with High Free Volume,PIM-1,Polymer with Intrinsic Microporosity (spirobisindane-based ladder polymer) at 4 bar,1340,2936,969,252,5303,320,,Li 2013,http://dx.doi.org/10.1016/j.memsci.2013.01.009,3.127104798,3.467756051,2.986323777,2.401400541,3.724521627,2.505149978,3.127104798,3.467756051,2.986323777,2.401400541,3.724521627,2.505149978,0.087935152,0.09918055,0.071895364,0.082726121,0.136786103,0.143940644
Polymers with High Free Volume,PIM-PI-EA (MeOH treated),Polymer with Intrinsic Microporosity (Polyimide Ethanoanthracene/Dimethylnaphthidine) at 1 bar,1580,4230,1380,369,7340,457,,Rogan 2014,http://dx.doi.org/10.1039/C4TA00564C,3.198657087,3.626340367,3.139879086,2.567026366,3.86569606,2.6599162,3.198657087,3.626340367,3.139879086,2.567026366,3.86569606,2.6599162,0.088040206,0.098777194,0.071587796,0.082667735,0.136600678,0.143568081
Polymers with High Free Volume,PIM-PI-EA (aged 273 days),Polymer with Intrinsic Microporosity (Polyimide Ethanoanthracene/Dimethylnaphthidine) at 1bar,1130,2860,659,131,3230,156,,Rogan 2014,http://dx.doi.org/10.1039/C4TA00564C,3.053078443,3.456366033,2.818885415,2.117271296,3.509202522,2.193124598,3.053078443,3.456366033,2.818885415,2.117271296,3.509202522,2.193124598,0.08845514,0.099441234,0.07193141,0.082746287,0.136941799,0.144461987
Polymers with High Free Volume,PIM-SBF (180 ??m),Polymer with Intrinsic Microporosity (Spirobifluorene--based ladder polymer) at 1 bar,2200,6320,2640,786,13900,1100,,Bezzu 2012,http://dx.doi.org/10.1002/adma.201202393,3.342422681,3.800717078,3.421603927,2.895422546,4.1430148,3.041392685,3.342422681,3.800717078,3.421603927,2.895422546,4.1430148,3.041392685,0.087893027,0.098532773,0.071532017,0.082562507,0.136426553,0.143408887
Polymers with High Free Volume,PIM-SBF (81 ??m),Polymer with Intrinsic Microporosity (Spirobifluorene--based ladder polymer) at 1 bar,1840,5240,1950,554,10400,754,,Bezzu 2012,http://dx.doi.org/10.1002/adma.201202393,3.264817823,3.719331287,3.290034611,2.743509765,4.017033339,2.877371346,3.264817823,3.719331287,3.290034611,2.743509765,4.017033339,2.877371346,0.087980937,0.098632417,0.071538437,0.082603753,0.136475839,0.143466193
Polymers with High Free Volume,PIM-EA-TB (181 ??m),Polymer with Intrinsic Microporosity (dimethylethanoanthracene TB) at 1 bar,2570,7760,2150,525,7140,699,,Carta 2013,http://dx.doi.org/10.1126/science.1228032,3.409933123,3.889861721,3.33243846,2.720159303,3.853698212,2.844477176,3.409933123,3.889861721,3.33243846,2.720159303,3.853698212,2.844477176,0.088168171,0.098793602,0.07165072,0.082493958,0.136119241,0.144584631
Polymers with High Free Volume,PIM-EA-TB (95 ??m),Polymer with Intrinsic Microporosity (dimethylethanoanthracene TB) at 1 bar,2720,7310,1630,380,5100,572,,Carta 2013,http://dx.doi.org/10.1126/science.1228033,3.434568904,3.863917377,3.212187604,2.579783597,3.707570176,2.757396029,3.434568904,3.863917377,3.212187604,2.579783597,3.707570176,2.757396029,0.088536417,0.100020876,0.072187046,0.082807705,0.136443905,0.14591399
Polymers with High Free Volume,PIM-EA-TB (181 ??m aged 24h),Polymer with Intrinsic Microporosity (dimethylethanoanthracene TB) at 1 bar,2070,6155,1590,370,4780,502,,Carta 2013,http://dx.doi.org/10.1126/science.1228034,3.315970345,3.789228057,3.201397124,2.568201724,3.679427897,2.700703717,3.315970345,3.789228057,3.201397124,2.568201724,3.679427897,2.700703717,0.088128303,0.098664518,0.071615304,0.082375254,0.13585887,0.144643287
Polymers with High Free Volume,PIM-SBI-TB (157 ??m),Polymer with Intrinsic Microporosity (Spirobisindane TB) at 1 bar,878,2200,720,232,2900,450,,Carta 2013,http://dx.doi.org/10.1126/science.1228035,2.943494516,3.342422681,2.857332496,2.365487985,3.462397998,2.653212514,2.943494516,3.342422681,2.857332496,2.365487985,3.462397998,2.653212514,0.087534008,0.098424842,0.071409862,0.082236582,0.135088999,0.143893201
Polymers with High Free Volume,PIM-SBI-TB (128 ??m),Polymer with Intrinsic Microporosity (Spirobisindane TB) at 1 bar,858,2110,657,215,2720,406,,Carta 2013,http://dx.doi.org/10.1126/science.1228036,2.933487288,3.324282455,2.81756537,2.33243846,3.434568904,2.608526034,2.933487288,3.324282455,2.81756537,2.33243846,3.434568904,2.608526034,0.087575387,0.098546943,0.071422069,0.082322524,0.135184402,0.143933118
Polymers with High Free Volume,PIM-HPB as cast,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,320,671,221,68,1640,124,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.505149978,2.82672252,2.344392274,1.832508913,3.214843848,2.093421685,2.505149978,2.82672252,2.344392274,1.832508913,3.214843848,2.093421685,0.087762082,0.098894355,0.071569436,0.08260974,0.136101464,0.143034781
Polymers with High Free Volume,PIM-HPB after MeOH,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,592,1413,534,190,3800,361,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.772321707,3.150142162,2.727541257,2.278753601,3.579783597,2.557507202,2.772321707,3.150142162,2.727541257,2.278753601,3.579783597,2.557507202,0.087760516,0.098817566,0.071459452,0.082658741,0.13607843,0.143021686
Polymers with High Free Volume,PIM-HPB aged 145 days,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,437,1000,340,107,2390,192,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.640481437,3,2.531478917,2.029383778,3.378397901,2.283301229,2.640481437,3,2.531478917,2.029383778,3.378397901,2.283301229,0.087781698,0.098775135,0.07148899,0.08258798,0.136061491,0.143029399
Polymers with High Free Volume,PIM-CH3-HPB as cast,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,249,501,154,46,990,82,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.396199347,2.699837726,2.187520721,1.662757832,2.995635195,1.913813852,2.396199347,2.699837726,2.187520721,1.662757832,2.995635195,1.913813852,0.087527808,0.098494775,0.07141823,0.082372165,0.135578034,0.142983182
Polymers with High Free Volume,PIM-CH3-HPB after MeOH,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,578,1220,408,122,2620,230,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.761927838,3.086359831,2.610660163,2.086359831,3.418301291,2.361727836,2.761927838,3.086359831,2.610660163,2.086359831,3.418301291,2.361727836,0.087830657,0.099313854,0.071846538,0.082666905,0.136232959,0.143828655
Polymers with High Free Volume,PIM-CH3-HPB aged 147 days,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,413,856,256,60,1630,132,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.615950052,2.932473765,2.408239965,1.77815125,3.212187604,2.120573931,2.615950052,2.932473765,2.408239965,1.77815125,3.212187604,2.120573931,0.088149542,0.099878117,0.072252111,0.082600048,0.136389702,0.144614247
Polymers with High Free Volume,PIM-Br-HPB as cast,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,91.4,154,30.4,6.3,189,10.1,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,1.960946196,2.187520721,1.482873584,0.799340549,2.276461804,1.004321374,1.960946196,2.187520721,1.482873584,0.799340549,2.276461804,1.004321374,0.08778676,0.098923944,0.071691283,0.08232973,0.1356987,0.143541217
Polymers with High Free Volume,PIM-Br-HPB after MeOH,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,392,930,301,92,2130,177,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.593286067,2.968482949,2.478566496,1.963787827,3.328379603,2.247973266,2.593286067,2.968482949,2.478566496,1.963787827,3.328379603,2.247973266,0.087885944,0.098879526,0.07150885,0.082589213,0.136029379,0.14315651
Polymers with High Free Volume,PIM-Br-HPB aged 146 days,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,312,694,203,54,1430,102,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.494154594,2.84135947,2.307496038,1.73239376,3.155336037,2.008600172,2.494154594,2.84135947,2.307496038,1.73239376,3.155336037,2.008600172,0.087985098,0.09911042,0.071689559,0.082582093,0.136162124,0.143437543
Polymers with High Free Volume,PIM-CN-HPB as cast,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,113,181,37.3,7.8,228,12.8,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.053078443,2.257678575,1.571708832,0.892094603,2.357934847,1.10720997,2.053078443,2.257678575,1.571708832,0.892094603,2.357934847,1.10720997,0.087786579,0.099211295,0.071890481,0.082398573,0.135851318,0.143899168
Polymers with High Free Volume,PIM-CN-HPB after MeOH,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,541,1200,386,123,2390,212,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.733197265,3.079181246,2.586587305,2.089905111,3.378397901,2.326335861,2.733197265,3.079181246,2.586587305,2.089905111,3.378397901,2.326335861,0.087712151,0.098842484,0.071520443,0.082583972,0.135948602,0.143347661
Polymers with High Free Volume,PIM-CN-HPB aged 147 days,Polymer with Intrinsic Microporosity (Hexaphenylbenzene based) at 1 bar,361,734,205,52,1300,93,,Carta 2014,http://dx.doi.org/10.1021/ma501925j,2.557507202,2.86569606,2.311753861,1.716003344,3.113943352,1.968482949,2.557507202,2.86569606,2.311753861,1.716003344,3.113943352,1.968482949,0.087925571,0.099308357,0.071864571,0.082581313,0.136193839,0.143875252
Polymers with High Free Volume,TB-Ad-Me as cast,Polymer with Intrinsic Microporosity (adamantyl-based cardo- TB polymer) at 1 bar,,161.4,40.2,11.24,200.5,18.7,,Carta 2014,http://dx.doi.org/10.1039/c4py00607k,,2.20790353,1.604226053,1.050766311,2.302114377,1.271841607,2.027812798,2.20790353,1.604226053,1.050766311,2.302114377,1.271841607,0.087016929,0.0980786,0.071347586,0.082030622,0.134703666,0.143142518
Polymers with High Free Volume,TB-Ad-Me after MeOH,Polymer with Intrinsic Microporosity (adamantyl-based cardo- TB polymer) at 1 bar,,1800,437,121,1820,162,,Carta 2014,http://dx.doi.org/10.1039/c4py00607k,,3.255272505,2.640481437,2.08278537,3.260071388,2.209515015,2.953297669,3.255272505,2.640481437,2.08278537,3.260071388,2.209515015,0.087726021,0.099180847,0.071757575,0.082615133,0.13594359,0.144435946
Polymers with High Free Volume,TB-Ad-Me after ageing (6 months),Polymer with Intrinsic Microporosity (adamantyl-based cardo- TB polymer) at 1 bar,,745,145,33,635,41,,Carta 2014,http://dx.doi.org/10.1039/c4py00607k,,2.872156273,2.161368002,1.51851394,2.802773725,1.612783857,2.618024653,2.872156273,2.161368002,1.51851394,2.802773725,1.612783857,0.087786191,0.09920156,0.071800296,0.082534857,0.135946687,0.144379458
Polymers with High Free Volume,PIM-7,Polymer with Intrinsic Microporosity (bis(phenazyl) spirobisindane-based ladder polymer) at 200-300 mbar,440,860,190,42,1100,62,,Ghanem 2008,http://dx.doi.org/10.1021/ma071846r,2.643452676,2.934498451,2.278753601,1.62324929,3.041392685,1.792391689,2.643452676,2.934498451,2.278753601,1.62324929,3.041392685,1.792391689,0.088165196,0.09975672,0.072055266,0.082754175,0.136595796,0.144441315
Polymers with High Free Volume,Cardo-PIM-1,Polymer with Intrinsic Microporosity (cardo-ethanoanthracen-based ladder polymer) at at 200-300 mbar,170,320,59,13,430,22,,Ghanem 2008,http://dx.doi.org/10.1021/ma071846r,2.230448921,2.505149978,1.770852012,1.113943352,2.633468456,1.342422681,2.230448921,2.505149978,1.770852012,1.113943352,2.633468456,1.342422681,0.088376936,0.100038258,0.07200689,0.082889829,0.136602291,0.144193974
Polymers with High Free Volume,PIM-Trip-TB methanol treated,Polymer with Intrinsic Microporosity (triptycene TB) at 1 bar,2500,8039,2718,629,9709,905,,Carta 2014,http://dx.doi.org/10.1002/adma.201305783,3.397940009,3.905202029,3.434249452,2.798650645,3.987174501,2.956648579,3.397940009,3.905202029,3.434249452,2.798650645,3.987174501,2.956648579,0.088118413,0.098512452,0.071615821,0.082318123,0.136113797,0.1442705
Polymers with High Free Volume,PIM-Trip-TB aged 100 days,Polymer with Intrinsic Microporosity (triptycene TB) at 1 bar,1585,4740,1073,189,3951,218,,Carta 2014,http://dx.doi.org/10.1002/adma.201305784,3.200029267,3.675778342,3.030599722,2.276461804,3.59670703,2.338456494,3.200029267,3.675778342,3.030599722,2.276461804,3.59670703,2.338456494,0.088558895,0.099032697,0.07182147,0.082526891,0.136687811,0.144710053
Polymers with High Free Volume,PIM-CO15(quinoline),Polymer with Intrinsic Microporosity (spirochromane-based ladder polymer),330,600,150,40,1070,56,,Fritsch 2011,http://dx.doi.org/10.1002/macp.201100089,2.51851394,2.77815125,2.176091259,1.602059991,3.029383778,1.748188027,2.51851394,2.77815125,2.176091259,1.602059991,3.029383778,1.748188027,0.087944311,0.099447579,0.071819403,0.082859795,0.136645405,0.143539424
Polymers with High Free Volume,PIM-CO15(dichlorobenzene),Polymer with Intrinsic Microporosity (spirochromane-based ladder polymer),450,900,275,83,2000,130,,Fritsch 2011,http://dx.doi.org/10.1002/macp.201100090,2.653212514,2.954242509,2.439332694,1.919078092,3.301029996,2.113943352,2.653212514,2.954242509,2.439332694,1.919078092,3.301029996,2.113943352,0.087869198,0.099249499,0.071720167,0.082814405,0.136520178,0.143331336
Polymers with High Free Volume,PIM1-CO15-75 (CHCl3),Polymer with Intrinsic Microporosity (spirobisindane/spirochromane-based ladder co-polymer),520,1100,350,110,2570,180,,Fritsch 2011,http://dx.doi.org/10.1002/macp.201100091,2.716003344,3.041392685,2.544068044,2.041392685,3.409933123,2.255272505,2.716003344,3.041392685,2.544068044,2.041392685,3.409933123,2.255272505,0.087912922,0.099264971,0.071690643,0.082837722,0.136525861,0.143325462
Polymers with High Free Volume,PIM1-CO15-50 (CHCl3),Polymer with Intrinsic Microporosity (spirobisindane/spirochromane-based ladder co-polymer),770,1700,630,210,4600,370,,Fritsch 2011,http://dx.doi.org/10.1002/macp.201100092,2.886490725,3.230448921,2.799340549,2.322219295,3.662757832,2.568201724,2.886490725,3.230448921,2.799340549,2.322219295,3.662757832,2.568201724,0.087905955,0.099346184,0.071779549,0.082864712,0.136614986,0.143463407
Polymers with High Free Volume,PIMCO1-CO15-50(quinoline),Polymer with Intrinsic Microporosity (ethanoanthracene/spirochromane-based ladder co-polymer),870,2100,760,240,5400,350,,Fritsch 2011,http://dx.doi.org/10.1002/macp.201100093,2.939519253,3.322219295,2.880813592,2.380211242,3.73239376,2.544068044,2.939519253,3.322219295,2.880813592,2.380211242,3.73239376,2.544068044,0.087933842,0.098906428,0.071556639,0.082789082,0.136632576,0.143022444
Polymers with High Free Volume,PIMCO2-CO15-50 (CHCl3),Polymer with Intrinsic Microporosity (hexamethylspirobisindane/spirochromane-based ladder co-polymer),950,2150,790,260,5300,430,,Fritsch 2011,http://dx.doi.org/10.1002/macp.201100094,2.977723605,3.33243846,2.897627091,2.414973348,3.72427587,2.633468456,2.977723605,3.33243846,2.897627091,2.414973348,3.72427587,2.633468456,0.087868964,0.099221519,0.071734987,0.082815368,0.136548194,0.143515507
Polymers with High Free Volume,PIMCO6-CO15-50(dichlorobenzene),Polymer with Intrinsic Microporosity (spirobisindane/spirochromane-based ladder co-polymer),650,1500,520,170,3800,280,,Fritsch 2011,http://dx.doi.org/10.1002/macp.201100095,2.812913357,3.176091259,2.716003344,2.230448921,3.579783597,2.447158031,2.812913357,3.176091259,2.716003344,2.230448921,3.579783597,2.447158031,0.087910453,0.099063784,0.071585019,0.082798131,0.136483925,0.143140935
Polymers with High Free Volume,PIMCO19-CO15-50 (CHCl3),Polymer with Intrinsic Microporosity (spirobisindane/spirochromane-based ladder co-polymer),620,1300,460,150,3400,260,,Fritsch 2011,http://dx.doi.org/10.1002/macp.201100096,2.792391689,3.113943352,2.662757832,2.176091259,3.531478917,2.414973348,2.792391689,3.113943352,2.662757832,2.176091259,3.531478917,2.414973348,0.087872268,0.09934461,0.071786639,0.082853264,0.136582313,0.143431122
Polymers with High Free Volume,PIM-CO19 (CHCl3),Polymer with Intrinsic Microporosity (spirobisindane-based ladder polymer),880,2100,820,320,6100,580,,Fritsch 2011,http://dx.doi.org/10.1002/macp.201100097,2.944482672,3.322219295,2.913813852,2.505149978,3.785329835,2.763427994,2.944482672,3.322219295,2.913813852,2.505149978,3.785329835,2.763427994,0.087867226,0.099156592,0.071541021,0.082898643,0.13646033,0.143159263
Polymers with High Free Volume,PIM-PI-1,Polymer with Intrinsic Microporosity (Polyimide Spirobisindane/tetramethylphenylene) at 200?????500 mbar,260,530,150,47,1100,77,,Ghanem 2008,http://dx.doi.org/10.1002/adma.200702400,2.414973348,2.72427587,2.176091259,1.672097858,3.041392685,1.886490725,2.414973348,2.72427587,2.176091259,1.672097858,3.041392685,1.886490725,0.08775014,0.098816819,0.071414817,0.082652108,0.136025935,0.142882221
Polymers with High Free Volume,PIM-PI-3,Polymer with Intrinsic Microporosity (Polyimide Spirobisindane/hexafluoroisopropylidene) at 200?????500 mbar,190,360,85,23,520,27,,Ghanem 2008,http://dx.doi.org/10.1002/adma.200702400,2.278753601,2.556302501,1.929418926,1.361727836,2.716003344,1.431363764,2.278753601,2.556302501,1.929418926,1.361727836,2.716003344,1.431363764,0.087476552,0.09805093,0.071135557,0.082368112,0.135630941,0.142459357
Polymers with High Free Volume,PIM-PI-8,Polymer with Intrinsic Microporosity (Polyimide Spirobisindane/dimethylnaphthidine) at 200?????500 mbar,660,1600,545,160,3700,260,,Ghanem 2008,http://dx.doi.org/10.1002/adma.200702400,2.819543936,3.204119983,2.736396502,2.204119983,3.568201724,2.414973348,2.819543936,3.204119983,2.736396502,2.204119983,3.568201724,2.414973348,0.087931455,0.098889697,0.071580596,0.082656652,0.136378044,0.143207731
Polymers with High Free Volume,PIM-PI-2,Polymer with Intrinsic Microporosity (Polyimide Spirobisindane/hexafluoroisopropylidene) at 200?????300 mbar,160,220,39,9,210,9,,Ghanem 2009,http://dx.doi.org/10.1021/ma901430q,2.204119983,2.342422681,1.591064607,0.954242509,2.322219295,0.954242509,2.204119983,2.342422681,1.591064607,0.954242509,2.322219295,0.954242509,0.087482197,0.098869628,0.071634284,0.082565141,0.13599695,0.143506294
Polymers with High Free Volume,PIM-PI-4,Polymer with Intrinsic Microporosity (Polyimide Spirobisindane/bis-trifluoromethyl-biphenyl) at 200?????300 mbar,205,300,64,16,420,20,,Ghanem 2009,http://dx.doi.org/10.1021/ma901430q,2.311753861,2.477121255,1.806179974,1.204119983,2.62324929,1.301029996,2.311753861,2.477121255,1.806179974,1.204119983,2.62324929,1.301029996,0.087712726,0.09943838,0.071900043,0.082801458,0.136467605,0.14371985
Polymers with High Free Volume,PIM-PI-7,Polymer with Intrinsic Microporosity (Polyimide Spirobisindane/naphthalene) at 200?????300 mbar,190,350,77,19,510,27,,Ghanem 2009,http://dx.doi.org/10.1021/ma901430q,2.278753601,2.544068044,1.886490725,1.278753601,2.707570176,1.431363764,2.278753601,2.544068044,1.886490725,1.278753601,2.707570176,1.431363764,0.087836165,0.098982859,0.071586241,0.082595393,0.136095127,0.143294692
Polymers with High Free Volume,PIM-PI-9 as cast,Polymer with Intrinsic Microporosity (Polyimide Spirobisindane/tetramethylphenylenediamine) at 1 bar,400,840,295,94,2180,170,,Rogan 2013,http://dx.doi.org/10.1039/c3py00451a,2.602059991,2.924279286,2.469822016,1.973127854,3.338456494,2.230448921,2.602059991,2.924279286,2.469822016,1.973127854,3.338456494,2.230448921,0.087741485,0.098935945,0.071608912,0.082648341,0.136191684,0.143076493
Polymers with High Free Volume,PIM-PI-9 MeOH,Polymer with Intrinsic Microporosity (Polyimide Spirobisindane/tetramethylphenylenediamine) at 1 bar,1160,2990,1150,420,5700,610,,Rogan 2013,http://dx.doi.org/10.1039/c3py00451a,3.064457989,3.475671188,3.06069784,2.62324929,3.755874856,2.785329835,3.064457989,3.475671188,3.06069784,2.62324929,3.755874856,2.785329835,0.087411496,0.097941251,0.071116711,0.082364219,0.135531254,0.142859374
Polymers with High Free Volume,PIM-PI-10 as cast,Polymer with Intrinsic Microporosity (Polyimide Spirobisindane/dimethylnaphthidine) at 1 bar,300,670,270,84,2154,168,,Rogan 2013,http://dx.doi.org/10.1039/c3py00451a,2.477121255,2.826074803,2.431363764,1.924279286,3.333245699,2.225309282,2.477121255,2.826074803,2.431363764,1.924279286,3.333245699,2.225309282,0.087696966,0.098545288,0.071499928,0.082468726,0.136016913,0.142627368
Polymers with High Free Volume,PIM-PI-10 MeOH,Polymer with Intrinsic Microporosity (Polyimide Spirobisindane/dimethylnaphthidine) at 1 bar,950,2560,1010,340,5910,550,,Rogan 2013,http://dx.doi.org/10.1039/c3py00451a,2.977723605,3.408239965,3.004321374,2.531478917,3.771587481,2.740362689,2.977723605,3.408239965,3.004321374,2.531478917,3.771587481,2.740362689,0.087644057,0.098211964,0.071258015,0.082440449,0.135842743,0.142861389
